"Name","ReturnType","BriefDescription","DetailedDescription","ParamType","ParamName","ParamDescription","infer_prefix","infer_baseType","infer_clrType"
"MXSymbolInferShapePartialEx","int","partially infer shape of unknown input shapes given the known one. ","Return partially inferred results if not all shapes could be inferred. The shapes are packed into a CSR matrix represented by arg_ind_ptr and arg_shape_data The call will be treated as a kwargs call if key != nullptr or num_args==0, otherwise it is positional.symsymbol handle num_argsnumbe of input arguments. keysthe key of keyword args (optional) arg_ind_ptrthe head pointer of the rows in CSR arg_shape_datathe content of the CSR in_shape_sizesizeof the returning array of in_shapes in_shape_ndimreturning array of shape dimensions of eachs input shape. in_shape_datareturning array of pointers to head of the input shape. out_shape_sizesizeof the returning array of out_shapes out_shape_ndimreturning array of shape dimensions of eachs input shape. out_shape_datareturning array of pointers to head of the input shape. aux_shape_sizesizeof the returning array of aux_shapes aux_shape_ndimreturning array of shape dimensions of eachs auxiliary shape. aux_shape_datareturning array of pointers to head of the auxiliary shape. completewhether infer shape completes or more information is needed. 0 when success, -1 when failure happens ","const int**","aux_shape_ndim","symbol handle ","","const int**","IntPtr"
"MXSymbolInferShapePartialEx","int","partially infer shape of unknown input shapes given the known one. ","Return partially inferred results if not all shapes could be inferred. The shapes are packed into a CSR matrix represented by arg_ind_ptr and arg_shape_data The call will be treated as a kwargs call if key != nullptr or num_args==0, otherwise it is positional.symsymbol handle num_argsnumbe of input arguments. keysthe key of keyword args (optional) arg_ind_ptrthe head pointer of the rows in CSR arg_shape_datathe content of the CSR in_shape_sizesizeof the returning array of in_shapes in_shape_ndimreturning array of shape dimensions of eachs input shape. in_shape_datareturning array of pointers to head of the input shape. out_shape_sizesizeof the returning array of out_shapes out_shape_ndimreturning array of shape dimensions of eachs input shape. out_shape_datareturning array of pointers to head of the input shape. aux_shape_sizesizeof the returning array of aux_shapes aux_shape_ndimreturning array of shape dimensions of eachs auxiliary shape. aux_shape_datareturning array of pointers to head of the auxiliary shape. completewhether infer shape completes or more information is needed. 0 when success, -1 when failure happens ","const int***","aux_shape_data","symbol handle ","","const int***","IntPtr"
"MXSymbolInferShapePartialEx","int","partially infer shape of unknown input shapes given the known one. ","Return partially inferred results if not all shapes could be inferred. The shapes are packed into a CSR matrix represented by arg_ind_ptr and arg_shape_data The call will be treated as a kwargs call if key != nullptr or num_args==0, otherwise it is positional.symsymbol handle num_argsnumbe of input arguments. keysthe key of keyword args (optional) arg_ind_ptrthe head pointer of the rows in CSR arg_shape_datathe content of the CSR in_shape_sizesizeof the returning array of in_shapes in_shape_ndimreturning array of shape dimensions of eachs input shape. in_shape_datareturning array of pointers to head of the input shape. out_shape_sizesizeof the returning array of out_shapes out_shape_ndimreturning array of shape dimensions of eachs input shape. out_shape_datareturning array of pointers to head of the input shape. aux_shape_sizesizeof the returning array of aux_shapes aux_shape_ndimreturning array of shape dimensions of eachs auxiliary shape. aux_shape_datareturning array of pointers to head of the auxiliary shape. completewhether infer shape completes or more information is needed. 0 when success, -1 when failure happens ","int*","complete","symbol handle ","out","int","int"
"MXSymbolInferShapePartialEx64","int","","","SymbolHandle","sym","","","SymbolHandle","SymbolHandle"
"MXSymbolInferShapePartialEx64","int","","","mx_uint","num_args","","","mx_uint","mx_uint"
"MXSymbolInferShapePartialEx64","int","","","const char**","keys","","","const char**","string[]"
"MXSymbolInferShapePartialEx64","int","","","const mx_int64*","arg_ind_ptr","","","const mx_int64*","mx_int64[]"
"MXSymbolInferShapePartialEx64","int","","","const mx_int64*","arg_shape_data","","","const mx_int64*","mx_int64[]"
"MXSymbolInferShapePartialEx64","int","","","size_t*","in_shape_size","","","size_t*","IntPtr"
"MXSymbolInferShapePartialEx64","int","","","const int**","in_shape_ndim","","","const int**","IntPtr"
"MXSymbolInferShapePartialEx64","int","","","const mx_int64***","in_shape_data","","","const mx_int64***","IntPtr"
"MXSymbolInferShapePartialEx64","int","","","size_t*","out_shape_size","","out","size_t","size_t"
"MXSymbolInferShapePartialEx64","int","","","const int**","out_shape_ndim","","out","const int*","IntPtr"
"MXSymbolInferShapePartialEx64","int","","","const mx_int64***","out_shape_data","","out","const mx_int64**","IntPtr"
"MXSymbolInferShapePartialEx64","int","","","size_t*","aux_shape_size","","","size_t*","IntPtr"
"MXSymbolInferShapePartialEx64","int","","","const int**","aux_shape_ndim","","","const int**","IntPtr"
"MXSymbolInferShapePartialEx64","int","","","const mx_int64***","aux_shape_data","","","const mx_int64***","IntPtr"
"MXSymbolInferShapePartialEx64","int","","","int*","complete","","out","int","int"
"MXSymbolInferType","int","infer type of unknown input types given the known one. The types are packed into a CSR matrix represented by arg_ind_ptr and arg_type_data The call will be treated as a kwargs call if key != nullptr or num_args==0, otherwise it is positional. ","symsymbol handle num_argsnumbe of input arguments. keysthe key of keyword args (optional) arg_type_datathe content of the CSR in_type_sizesizeof the returning array of in_types in_type_datareturning array of pointers to head of the input type. out_type_sizesizeof the returning array of out_types out_type_datareturning array of pointers to head of the input type. aux_type_sizesizeof the returning array of aux_types aux_type_datareturning array of pointers to head of the auxiliary type. completewhether infer type completes or more information is needed. 0 when success, -1 when failure happens ","SymbolHandle","sym","symbol handle ","","SymbolHandle","SymbolHandle"
"MXSymbolInferType","int","infer type of unknown input types given the known one. The types are packed into a CSR matrix represented by arg_ind_ptr and arg_type_data The call will be treated as a kwargs call if key != nullptr or num_args==0, otherwise it is positional. ","symsymbol handle num_argsnumbe of input arguments. keysthe key of keyword args (optional) arg_type_datathe content of the CSR in_type_sizesizeof the returning array of in_types in_type_datareturning array of pointers to head of the input type. out_type_sizesizeof the returning array of out_types out_type_datareturning array of pointers to head of the input type. aux_type_sizesizeof the returning array of aux_types aux_type_datareturning array of pointers to head of the auxiliary type. completewhether infer type completes or more information is needed. 0 when success, -1 when failure happens ","mx_uint","num_args","symbol handle ","","mx_uint","mx_uint"
"MXSymbolInferType","int","infer type of unknown input types given the known one. The types are packed into a CSR matrix represented by arg_ind_ptr and arg_type_data The call will be treated as a kwargs call if key != nullptr or num_args==0, otherwise it is positional. ","symsymbol handle num_argsnumbe of input arguments. keysthe key of keyword args (optional) arg_type_datathe content of the CSR in_type_sizesizeof the returning array of in_types in_type_datareturning array of pointers to head of the input type. out_type_sizesizeof the returning array of out_types out_type_datareturning array of pointers to head of the input type. aux_type_sizesizeof the returning array of aux_types aux_type_datareturning array of pointers to head of the auxiliary type. completewhether infer type completes or more information is needed. 0 when success, -1 when failure happens ","const char**","keys","symbol handle ","","const char**","string[]"
"MXSymbolInferType","int","infer type of unknown input types given the known one. The types are packed into a CSR matrix represented by arg_ind_ptr and arg_type_data The call will be treated as a kwargs call if key != nullptr or num_args==0, otherwise it is positional. ","symsymbol handle num_argsnumbe of input arguments. keysthe key of keyword args (optional) arg_type_datathe content of the CSR in_type_sizesizeof the returning array of in_types in_type_datareturning array of pointers to head of the input type. out_type_sizesizeof the returning array of out_types out_type_datareturning array of pointers to head of the input type. aux_type_sizesizeof the returning array of aux_types aux_type_datareturning array of pointers to head of the auxiliary type. completewhether infer type completes or more information is needed. 0 when success, -1 when failure happens ","const int*","arg_type_data","symbol handle ","","const int*","int[]"
